analysis_date,tool_id,current_cpu,optimized_cpu,cpu_reduction_pct,tool_life_improvement_pct,annual_savings_usd,roi_pct,payback_period_months
2025-09-24,ZC1668,0.04109025514063721,0.016364678051166006,60.17382224774322,150.43455561935804,3084.5157419115326,6.1690314838230655,194.51999931378813
2025-09-24,ZC1445,0.05798132918554686,0.022125534265598594,61.8402430982664,154.600607745666,4544.722006103443,9.089444012206886,132.0212763716275
